	gene_name	PD_2	PD_4	PD_12	Control_3	Control_7	Control_11
None	LOC440040	8	3	18	80	96	0
None	LOC440117	2	2	0	0	1	13
None	LOC440173	3	0	0	0	0	2
None	LOC440300	0	0	0	0	0	0
None	LOC440311	11	16	14	16	17	5
None	LOC440390	1	0	0	2	1	0
None	LOC440434	0	1	0	4	0	2
None	LOC440446	3	1	3	0	0	3
None	LOC440461	0	0	18	0	2	0
None	LOC440600	4	1	2	0	0	2
None	LOC440602	1	0	0	0	0	0
None	LOC440700	0	8	4	4	0	4
None	LOC440704	2	0	4	0	0	2
None	LOC440895	0	0	0	0	0	0
None	LOC440896	1	0	0	0	0	0
None	LOC440910	0	0	0	0	0	0
None	LOC440982	5	2	0	1	0	5
None	LOC441025	3	2	0	0	0	0
ENSG00000255746	LOC441081	0	0	0	0	0	1
None	LOC441155	0	0	1	0	0	1
ENSG00000258928	LOC441178	2	1	0	0	0	0
None	LOC441204	23	36	114	40	59	14
None	LOC441242	23	21	10	12	5	14
None	LOC441454	0	0	0	1	0	0
ENSG00000183154	LOC441455	7	4	9	3	4	2
None	LOC441601	0	2	7	2	1	0
None	LOC441666	32	25	52	103	142	77
None	LOC442028	8	4	0	6	1	4
None	LOC442132	0	3	0	0	0	0
None	LOC442497	1	1	4	0	0	5
None	LOC494127	2	0	4	5	1	0
None	LOC494141	4	6	0	2	1	2
None	LOC51145	0	0	0	0	0	0
None	LOC541472	4	1	0	0	0	0
None	LOC541473	0	0	0	0	1	0
None	LOC550113	1	16	90	6	14	1
ENSG00000223598	LOC553103	31	65	168	66	91	15
None	LOC55338	2	5	0	0	1	0
None	LOC554206	15	29	60	39	40	12
None	LOC554223	5	22	5	32	2	0
None	LOC554249	0	0	0	0	0	0
None	LOC574538	8	5	4	3	9	25
None	LOC606724	0	0	0	0	0	1
ENSG00000290964	LOC613037	0	0	0	0	0	0
None	LOC613038	0	0	0	0	0	0
None	LOC613266	0	2	0	0	0	0
None	LOC63930	4	3	1	0	0	0
None	LOC641367	1	1	0	1	4	0
None	LOC641746	3	6	0	0	0	0
None	LOC642361	6	22	15	18	14	11
ENSG00000236107	LOC642366	0	7	0	0	0	0
None	LOC642423	0	0	0	0	0	0
None	LOC642426	0	0	0	0	0	0
None	LOC642846	2	0	0	0	6	0
None	LOC642852	928	817	1371	1327	1403	1022
None	LOC642929	0	0	0	0	0	0
None	LOC642943	2	0	2	0	0	3
None	LOC643072	27	34	47	36	51	18
None	LOC643201	5	4	4	2	2	0
None	LOC643339	0	9	0	7	0	0
None	LOC643355	114	130	284	157	233	66
None	LOC643387	5	5	1	0	0	4
None	LOC643406	1	0	0	0	5	1
None	LOC643441	4	1	4	0	1	0
None	LOC643542	15	80	54	50	71	21
ENSG00000231964	LOC643623	2	2	0	0	0	0
None	LOC643711	2	2	1	11	6	7
ENSG00000237870	LOC643733	19	0	1	6	1	0
None	LOC643770	13	6	0	0	1	3
None	LOC643802	0	0	0	0	0	0
None	LOC643923	2	0	0	6	14	0
None	LOC644145	0	0	0	55	8	0
None	LOC644172	17	3	3	16	6	5
None	LOC644189	8	7	90	2	17	2
None	LOC644285	16	21	2	3	3	0
None	LOC644554	8	6	47	0	11	0
None	LOC644656	51	49	27	31	44	1
None	LOC644669	0	0	1	0	0	0
None	LOC644762	24	62	74	75	89	25
None	LOC644838	3	6	2	1	4	5
None	LOC644919	2	0	0	0	0	0
None	LOC644936	9	13	2	3	4	8
None	LOC645166	6	4	13	22	19	1
None	LOC645354	0	0	0	0	0	0
None	LOC645382	0	0	0	0	0	0
None	LOC645434	0	0	0	2	0	0
None	LOC645513	27	46	79	46	66	4
None	LOC645752	1	0	0	0	1	0
ENSG00000223502	LOC645949	4	0	0	0	0	0
None	LOC646029	12	0	2	0	0	6
None	LOC646214	1	9	12	1	5	1
None	LOC646268	0	2	1	0	5	0
None	LOC646471	11	34	57	25	18	10
ENSG00000225166	LOC646522	3	1	5	0	0	0
None	LOC646626	10	14	26	23	18	0
None	LOC646736	5	0	3	0	0	0
None	LOC646743	0	0	0	0	0	0
None	LOC646762	63	109	108	70	158	45
None	LOC646813	2	0	0	0	0	0
None	LOC646903	9	33	38	14	60	3
None	LOC646938	0	0	0	1	0	0
None	LOC647323	3	2	0	0	0	0
None	LOC647859	0	0	0	0	0	0
None	LOC648987	4	12	21	5	12	4
None	LOC649133	8	1	1	2	0	0
None	LOC649324	0	0	0	0	0	0
None	LOC649352	0	0	0	1	0	0
None	LOC650226	15	0	36	35	18	69
None	LOC650293	0	0	0	0	0	0
None	LOC652276	8	29	80	32	44	0
ENSG00000260917	LOC653160	3	18	3	8	3	10
None	LOC653513	50	110	166	159	316	36
None	LOC653602	9	1	91	11	4	27
None	LOC653653	8	35	93	20	33	16
None	LOC653712	6	1	1	0	0	3
None	LOC653786	1	1	10	3	5	0
None	LOC654342	29	16	37	2	56	4
ENSG00000261335	LOC654841	3	5	4	6	6	6
None	LOC727751	0	0	0	0	0	0
None	LOC727896	39	109	93	24	51	1
None	LOC727924	0	0	0	0	0	0
None	LOC728024	4	21	10	9	18	4
ENSG00000293160	LOC728040	1	1	0	0	0	0
None	LOC728084	0	3	0	18	15	36
None	LOC728095	0	0	0	0	0	0
None	LOC728175	1	1	0	0	2	3
None	LOC728323	38	131	186	30	160	146
None	LOC728392	2694	4123	7095	4995	3939	2047
None	LOC728485	28	118	115	95	101	37
None	LOC728554	19	68	87	70	42	15
None	LOC728613	22	42	94	83	92	112
None	LOC728673	0	29	3	64	7	39
None	LOC728730	147	385	503	321	468	184
None	LOC728739	1	3	35	2	12	0
None	LOC728743	83	259	341	286	278	133
None	LOC728752	3	9	0	8	4	3
None	LOC728989	0	0	0	0	0	0
None	LOC729080	1	0	3	0	0	0
None	LOC729083	2	4	4	0	8	0
None	LOC729159	0	2	0	0	0	0
None	LOC729218	5	23	0	14	7	3
None	LOC729296	6	0	0	0	1	8
None	LOC729348	1	0	3	0	0	3
None	LOC729506	2	4	13	0	2	2
None	LOC729603	2	1	0	1	7	0
None	LOC729609	6	4	1	0	5	0
None	LOC729658	16	13	7	6	6	7
None	LOC729683	15	32	78	38	31	8
None	LOC729732	12	13	2	12	7	3
None	LOC729737	3	2	8	0	2	4
None	LOC729739	1	1	0	1	2	0
None	LOC729867	55	107	99	191	93	71
None	LOC729930	19	22	32	24	27	8
None	LOC729950	0	5	3	0	0	0
None	LOC729966	0	2	0	0	0	0
None	LOC729970	17	40	67	28	11	35
None	LOC729987	3	0	14	7	14	3
None	LOC730101	37	35	39	20	12	32
None	LOC730102	14	27	16	9	16	26
None	LOC730159	0	0	0	0	0	0
ENSG00000236366	LOC730183	24	33	14	13	21	8
ENSG00000230960	LOC730202	0	1	15	1	15	0
ENSG00000291149	LOC730668	2	1	1	1	0	1
None	LOC731157	0	0	4	12	11	0
ENSG00000248538	LOC731424	4	0	0	0	0	2
ENSG00000275465	LOC79160	1	1	0	4	0	0
None	LOC79999	0	0	0	0	0	0
None	LOC81691	60	9	45	26	57	58
None	LOC90246	0	0	0	0	0	0
None	LOC90768	2	4	0	1	0	23
None	LOC90784	54	66	91	114	111	79
None	LOC91450	0	0	0	0	0	0
None	LOC93622	306	446	504	338	543	143
None	LOH12CR1	98	314	267	285	226	48
None	LOH12CR2	93	96	200	150	56	25
None	LONP1	308	1100	947	821	1119	511
None	LONP2	592	1207	1283	1491	1498	557
ENSG00000284948	LONRF1	357	449	484	602	518	428
None	LONRF2	3307	5531	5195	4404	5974	3363
None	LONRF3	63	48	43	57	74	15
None	LOR	13	13	14	2	7	1
None	LOX	28	107	70	161	145	37
ENSG00000228021	LOXHD1	20	2	3	2	0	6
ENSG00000288011	LOXL1	71	64	101	94	58	89
None	LOXL1-AS1	32	55	53	64	41	9
None	LOXL2	19	4	7	14	21	1
ENSG00000255240	LOXL3	175	205	309	306	268	173
None	LOXL4	2	0	1	0	0	0
ENSG00000254951	LPA	6	7	8	0	0	9
None	LPAL2	2	1	0	1	0	7
None	LPAR1	118	193	146	56	138	118
None	LPAR2	36	6	26	9	16	10
None	LPAR3	1	1	0	0	0	2
None	LPAR4	6	0	3	1	0	0
None	LPAR5	15	30	6	4	20	0
ENSG00000274253	LPAR6	55	46	39	10	77	1
None	LPCAT1	362	522	619	596	580	244
ENSG00000248540	LPCAT2	129	252	327	276	336	147
None	LPCAT3	68	76	121	105	114	50
None	LPCAT4	829	1552	1470	1506	1432	798
None	LPGAT1	1337	2444	3113	4773	5864	1912
None	LPIN1	1543	2361	2107	1867	2229	1322
None	LPIN2	1245	2381	2196	2222	2703	2040
None	LPIN3	30	4	8	3	12	12
None	LPL	232	45	8	62	246	164
ENSG00000293116	LPO	118	145	200	306	720	136
None	LPP	326	204	560	233	297	235
None	LPP-AS1	0	0	0	0	0	0
None	LPP-AS2	21	5	61	23	21	14
None	LPPR1	24	56	17	9	10	32
None	LPPR2	410	703	684	570	744	541
None	LPPR3	7	22	16	16	8	18
None	LPPR4	897	2059	2150	2090	2456	647
None	LPPR5	68	102	352	39	4	16
None	LPXN	30	53	111	62	116	27
ENSG00000204684	LRAT	38	12	12	2	4	4
ENSG00000230725	LRBA	144	118	254	216	175	101
None	LRCH1	57	86	77	95	86	65
None	LRCH2	225	500	586	506	700	194
None	LRCH3	43	49	7	8	19	1
ENSG00000281732	LRCH4	14	41	73	70	58	11
None	LRCOL1	0	0	0	0	0	0
None	LRFN1	73	134	82	142	130	180
None	LRFN2	12	31	15	24	13	11
None	LRFN3	33	122	66	102	55	49
None	LRFN4	51	88	115	67	98	157
None	LRFN5	234	453	457	626	726	374
ENSG00000249738	LRG1	4	2	0	0	0	0
None	LRGUK	2	1	3	4	7	10
None	LRIF1	203	261	483	265	337	243
None	LRIG1	293	153	535	215	222	134
None	LRIG2	47	34	87	65	55	10
None	LRIG3	9	4	0	3	0	0
None	LRIT1	1	0	1	0	0	0
None	LRIT2	1	2	2	4	6	4
None	LRIT3	13	11	18	22	10	20
ENSG00000271820	LRMP	39	74	384	128	383	10
None	LRP1	473	678	567	753	635	452
None	LRP1-AS	0	3	4	1	0	0
None	LRP10	44	40	16	29	26	20
None	LRP11	1198	1855	2113	1838	2256	1308
ENSG00000275427	LRP12	376	599	735	494	544	307
None	LRP1B	677	1046	1209	1230	1342	450
ENSG00000253614	LRP2	84	93	111	23	7	11
None	LRP2BP	226	253	453	483	388	250
None	LRP3	167	275	297	257	240	529
None	LRP4	98	62	101	29	34	39
None	LRP4-AS1	5	11	18	22	27	21
None	LRP5	9	7	25	7	1	1
ENSG00000261070	LRP5L	6	3	12	30	1	0
None	LRP6	171	374	326	357	312	379
ENSG00000293222	LRP8	435	982	1229	895	954	487
ENSG00000182376	LRPAP1	1260	2246	2307	2349	2468	1495
ENSG00000284837	LRPPRC	1590	3613	4236	4373	5112	2014
ENSG00000233098	LRR1	26	20	37	53	38	14
ENSG00000263547	LRRC1	43	67	74	60	79	71
None	LRRC10	2	0	0	0	0	0
None	LRRC10B	3	21	26	21	3	6
None	LRRC14	144	302	328	376	359	178
None	LRRC14B	8	1	22	18	8	36
None	LRRC15	17	2	1	0	7	0
ENSG00000230736	LRRC16A	90	53	51	21	27	24
None	LRRC16B	77	187	187	237	222	152
None	LRRC17	0	15	6	1	8	7
None	LRRC18	4	0	0	0	0	0
None	LRRC19	12	1	6	36	4	8
None	LRRC2	39	113	109	79	44	21
None	LRRC2-AS1	0	2	1	0	0	0
None	LRRC20	82	237	263	377	306	122
None	LRRC23	74	119	246	187	218	48
None	LRRC24	69	105	168	100	233	59
None	LRRC25	0	5	0	0	0	0
ENSG00000230782	LRRC26	6	41	6	33	66	5
None	LRRC27	99	94	231	230	278	111
ENSG00000291199	LRRC28	79	185	187	225	180	24
None	LRRC29	23	29	153	64	82	12
ENSG00000293349	LRRC3	19	8	23	17	3	7
ENSG00000234352	LRRC3-AS1	20	3	19	35	14	17
ENSG00000284634	LRRC30	3	0	0	0	0	0
ENSG00000269210	LRRC31	5	1	8	0	2	2
None	LRRC32	99	18	1	16	5	45
None	LRRC34	66	170	155	104	163	165
ENSG00000187185	LRRC36	8	19	30	1	7	10
None	LRRC37A	0	5	30	0	11	9
None	LRRC37A11P	4	0	0	3	0	0
None	LRRC37A2	17	2	2	23	6	0
None	LRRC37A3	42	22	57	78	76	53
None	LRRC37A4P	6	17	8	18	27	13
None	LRRC37A5P	0	0	0	0	0	2
None	LRRC37A6P	6	4	3	0	0	0
None	LRRC37A8P	3	1	0	4	3	0
None	LRRC37B	45	35	70	60	58	52
ENSG00000228919	LRRC37BP1	62	61	147	89	103	94
None	LRRC38	4	5	0	0	0	0
None	LRRC39	86	89	80	137	110	91
None	LRRC3B	703	1664	2138	2088	2441	489
None	LRRC3C	0	2	0	0	0	0
None	LRRC4	41	69	83	80	89	69
None	LRRC40	484	783	586	802	995	544
ENSG00000274333	LRRC41	255	409	475	409	400	355
ENSG00000275496	LRRC42	111	111	147	109	109	34
ENSG00000276077	LRRC43	18	2	19	6	14	1
ENSG00000277067	LRRC45	62	73	74	50	49	88
None	LRRC46	10	20	17	11	5	4
None	LRRC47	399	1020	1294	965	1156	587
None	LRRC48	1	31	13	13	10	5
None	LRRC49	400	1283	1448	1522	1897	492
None	LRRC4B	42	124	104	139	87	155
None	LRRC4C	243	413	388	592	677	265
None	LRRC52	0	0	0	0	0	0
None	LRRC55	277	337	137	240	315	376
None	LRRC56	17	7	29	10	21	6
None	LRRC57	68	91	35	51	107	29
None	LRRC58	136	222	301	124	178	205
None	LRRC59	225	370	477	519	562	276
None	LRRC6	45	91	99	93	98	58
None	LRRC61	231	253	505	311	528	280
None	LRRC63	58	4	42	41	18	1
None	LRRC66	34	56	77	24	35	0
None	LRRC69	0	1	2	0	0	0
None	LRRC7	122	373	510	220	465	234
None	LRRC70	1	0	0	1	11	19
None	LRRC71	0	0	0	0	0	0
None	LRRC72	3	0	2	0	0	0
None	LRRC73	60	184	272	197	166	101
None	LRRC74A	3	0	0	0	1	0
None	LRRC74B	2	1	1	0	1	3
None	LRRC75A	90	50	82	76	40	60
None	LRRC75A-AS1	988	1759	2567	1860	2306	1114
None	LRRC75B	129	142	182	196	205	178
None	LRRC8A	1626	2111	2069	2304	2578	2295
None	LRRC8B	470	338	379	327	398	240
None	LRRC8C	171	102	101	143	82	59
None	LRRC8D	415	653	943	534	593	181
None	LRRC8E	9	1	0	2	0	0
None	LRRC9	17	16	25	11	20	2
None	LRRCC1	122	202	237	48	164	52
None	LRRD1	0	0	3	4	11	1
None	LRRFIP1	708	1150	1038	1008	1258	584
None	LRRFIP2	213	300	431	244	285	188
None	LRRIQ1	7	57	137	20	37	40
None	LRRIQ3	8	0	0	28	40	0
ENSG00000105889	LRRIQ4	0	1	0	0	0	2
None	LRRK1	10	25	10	22	4	12
None	LRRK2	306	383	662	725	718	209
None	LRRN1	24	48	35	19	9	2
None	LRRN2	195	568	597	378	383	117
None	LRRN3	943	1497	2318	3187	3062	1059
None	LRRN4	1	0	0	2	8	1
ENSG00000255537	LRRN4CL	15	1	10	3	0	8
None	LRRTM1	49	74	70	175	183	56
None	LRRTM2	220	668	607	414	744	266
None	LRRTM3	285	462	424	465	680	156
ENSG00000247193	LRRTM4	57	161	258	231	170	22
None	LRSAM1	254	323	391	407	437	251
None	LRTM1	2	1	6	1	3	0
None	LRTM2	38	9	49	11	34	4
None	LRTOMT	211	492	695	705	869	156
None	LRWD1	68	149	85	131	175	21
ENSG00000291211	LSAMP	4294	9664	8077	4119	4830	5770
None	LSAMP-AS1	40	60	60	4	28	13
None	LSG1	427	1023	789	1207	1405	254
None	LSM1	625	1223	1617	1139	1469	305
None	LSM10	673	1368	1859	1663	1689	549
None	LSM11	387	682	570	694	846	718
None	LSM12	6	25	9	5	16	7
None	LSM14A	318	468	337	805	805	423
ENSG00000293132	LSM14B	206	234	579	346	315	500
None	LSM2	118	315	345	300	337	72
ENSG00000290731	LSM3	445	804	1247	883	1135	371
None	LSM4	1816	4520	5526	5683	6517	1846
ENSG00000290654	LSM5	552	1121	1489	1243	1544	367
None	LSM6	249	426	640	683	733	161
None	LSM7	589	1415	2072	1808	2024	714
None	LSM8	259	355	491	384	484	245
ENSG00000214558	LSMEM1	28	113	19	52	46	41
None	LSMEM2	21	35	10	25	14	14
None	LSP1	6	16	0	0	0	0
None	LSP1P3	1	1	4	7	11	4
None	LSR	29	40	26	69	45	21
None	LSS	642	454	664	766	727	632
None	LST1	30	29	35	21	58	10
ENSG00000291065	LTA	0	0	1	0	0	0
ENSG00000291024	LTA4H	272	721	1074	735	959	404
None	LTB	4	0	0	2	12	2
ENSG00000249574	LTB4R	10	17	4	8	3	8
None	LTB4R2	3	0	0	0	2	4
None	LTBP1	11	8	48	10	16	24
None	LTBP2	31	81	65	84	139	17
None	LTBP3	203	361	326	423	409	192
None	LTBP4	18	65	83	89	44	43
None	LTBR	7	38	2	13	36	17
None	LTC4S	11	34	13	8	4	0
None	LTF	12	5	2	1	0	2
ENSG00000291179	LTK	2	3	0	0	0	0
None	LTN1	391	842	814	667	1025	514
None	LTV1	67	383	275	261	349	144
ENSG00000249695	LUC7L	258	758	1006	881	1093	398
None	LUC7L2	3	12	11	10	12	2
None	LUC7L3	1161	2509	2970	2411	2631	1137
None	LUCAT1	22	1	0	4	2	0
ENSG00000286546	LUM	1	1	1	0	3	0
None	LUNAR1	0	0	0	0	0	0
None	LURAP1	35	23	100	27	35	80
None	LURAP1L	98	304	264	172	243	76
ENSG00000272447	LURAP1L-AS1	6	6	8	6	28	12
None	LUZP1	371	952	1006	777	884	436
None	LUZP2	280	410	2477	1361	1756	207
None	LUZP4	2	0	0	0	0	4
None	LUZP6	0	0	0	0	0	0
None	LVCAT1	3	0	3	0	0	1
ENSG00000290971	LVCAT5	13	1	3	2	0	2
None	LVCAT8	2	0	0	0	0	0
None	LVRN	1	2	3	23	9	1
None	LXN	208	246	56	304	356	85
None	LY6D	0	0	0	0	0	0
None	LY6E	307	664	856	604	712	248
None	LY6G5B	0	2	3	8	8	0
None	LY6G5C	17	15	2	6	29	2
None	LY6G6C	0	1	24	0	0	0
None	LY6G6D	1	0	0	0	0	0
None	LY6G6E	5	0	0	0	0	0
None	LY6G6F	0	0	2	0	0	0
None	LY6H	886	3345	4776	3729	807	591
None	LY6K	15	20	7	12	7	73
None	LY75	9	3	4	1	18	0
None	LY75-CD302	0	0	0	0	0	0
None	LY86	27	14	92	18	51	0
None	LY86-AS1	3	4	3	4	1	2
None	LY9	2	1	1	0	0	3
None	LY96	54	32	49	10	38	1
None	LYAR	57	91	199	59	38	35
ENSG00000268403	LYG1	4	8	8	0	0	2
None	LYG2	7	8	14	8	5	2
None	LYL1	2	6	0	1	1	0
None	LYN	37	7	1	4	36	3
None	LYNX1	1267	1146	1331	2070	1711	1075
None	LYPD1	137	131	330	337	233	56
None	LYPD2	0	0	0	0	0	0
None	LYPD3	14	16	3	4	6	0
None	LYPD4	1	0	0	0	0	0
None	LYPD5	77	194	229	197	148	80
None	LYPD6	49	0	47	13	3	0
None	LYPD6B	0	0	3	11	0	3
None	LYPD8	3	0	28	0	0	0
None	LYPLA1	266	419	839	776	740	474
None	LYPLA2	77	145	271	154	201	111
None	LYPLA2P2	3	3	2	3	9	4
None	LYPLAL1	465	650	943	768	1086	166
None	LYPLAL1-AS1	20	2	4	22	8	10
None	LYRM1	352	631	1125	871	1212	354
None	LYRM2	397	989	1365	1087	1555	439
None	LYRM4	289	644	985	1028	1291	196
None	LYRM5	525	968	1566	1092	1028	426
None	LYRM7	607	808	1341	1010	1282	585
None	LYRM9	139	326	531	409	452	183
None	LYSMD1	112	179	235	165	188	102
None	LYSMD2	1029	2000	2367	2353	2851	1134
None	LYSMD3	506	536	455	550	627	336
None	LYSMD4	44	108	143	112	98	55
ENSG00000259541	LYST	403	577	596	755	740	328
None	LYVE1	7	4	25	4	1	0
None	LYZ	27	32	22	1	2	6
None	LYZL1	0	0	0	0	0	0
None	LYZL2	1	0	0	0	0	0
ENSG00000291228	LYZL4	2	3	2	0	0	0
None	LYZL6	0	0	0	0	0	0
None	LZIC	155	251	240	303	410	115
None	LZTFL1	164	275	429	358	482	133
ENSG00000293358	LZTR1	239	364	329	410	385	278
None	LZTS1	7	27	4	3	8	30
None	LZTS1-AS1	0	0	0	3	0	0
None	LZTS2	126	157	219	142	109	161
None	LZTS3	227	555	369	440	378	381
None	M1AP	0	4	4	5	0	13
None	M6PR	157	393	489	280	438	168
None	MAATS1	23	55	13	33	13	18
None	MAB21L1	156	444	42	97	146	87
None	MAB21L2	0	13	0	8	0	0
None	MAB21L3	14	9	8	9	28	6
None	MACC1	10	1	1	2	0	16
None	MACC1-AS1	2	0	0	0	0	0
None	MACF1	1695	2926	2304	2735	3166	1660
ENSG00000286190	MACROD1	79	155	259	234	216	100
ENSG00000267260	MACROD2	437	921	924	1442	1389	852
None	MACROD2-AS1	14	1	0	17	32	1
None	MACROD2-IT1	1	0	0	0	0	0
None	MAD1L1	242	698	868	450	361	112
None	MAD2L1	102	157	202	276	250	156
None	MAD2L1BP	140	418	399	331	431	78
ENSG00000284691	MAD2L2	85	236	388	173	256	80
None	MADCAM1	4	0	18	15	0	23
None	MADD	874	1688	1646	2388	2171	1646
None	MAEA	944	1859	2259	1946	1972	1098
None	MAEL	37	77	66	67	40	51
None	MAF	114	30	136	64	58	48
None	MAF1	162	237	349	382	383	265
ENSG00000228340	MAFA	0	2	0	1	0	0
None	MAFA-AS1	3	0	0	0	0	0
None	MAFB	156	67	62	11	52	5
None	MAFF	66	0	56	12	16	24
None	MAFG	925	1130	1270	1388	1351	1249
None	MAFG-AS1	22	24	20	26	11	17
None	MAFIP	27	31	0	56	6	16
ENSG00000283674	MAFK	76	149	121	131	122	227
None	MAFTRR	0	8	0	0	0	3
None	MAG	221	136	157	105	197	81
ENSG00000227741	MAGEA1	1	2	0	0	0	0
None	MAGEA10	0	1	5	2	0	0
None	MAGEA10-MAGEA5	0	0	0	0	0	0
None	MAGEA11	0	0	0	0	0	0
None	MAGEA12	3	0	0	0	0	0
None	MAGEA2	0	0	0	0	0	0
ENSG00000291006	MAGEA2B	0	0	0	0	0	0
None	MAGEA3	0	0	0	0	0	0
None	MAGEA4	3	0	0	0	0	0
ENSG00000261840	MAGEA5	0	0	0	0	0	0
None	MAGEA6	1	0	0	0	0	0
ENSG00000280424	MAGEA8	1	0	0	0	0	0
ENSG00000255647	MAGEA8-AS1	1	0	0	0	0	0
None	MAGEA9	0	0	0	0	0	0
None	MAGEA9B	0	0	0	0	0	0
None	MAGEB1	4	1	0	0	0	4
None	MAGEB10	0	0	5	0	0	0
None	MAGEB16	3	0	1	0	0	0
None	MAGEB17	2	0	1	3	0	0
None	MAGEB18	2	1	0	0	0	0
None	MAGEB2	4	0	0	0	0	2
None	MAGEB3	2	0	0	5	0	4
None	MAGEB4	3	0	0	0	0	4
ENSG00000205791	MAGEB5	1	0	2	0	0	0
ENSG00000196365	MAGEB6	1	0	2	0	0	0
ENSG00000102910	MAGEC1	6	1	6	0	0	2
ENSG00000154359	MAGEC2	3	0	0	0	0	0
ENSG00000170500	MAGEC3	1	0	0	8	0	3
ENSG00000175556	MAGED1	2693	6190	7221	5815	7619	2134
None	MAGED2	1279	3148	3822	3714	3961	1209
ENSG00000113083	MAGED4	0	0	0	0	0	0
ENSG00000167210	MAGED4B	0	0	0	0	0	0
ENSG00000129038	MAGEE1	822	1256	1704	1494	1788	760
ENSG00000261801	MAGEE2	9	153	12	75	95	48
ENSG00000134013	MAGEF1	433	775	964	777	1055	359
ENSG00000115318	MAGEH1	805	1984	3179	1886	2754	630
ENSG00000138131	MAGEL2	302	182	829	459	656	275
ENSG00000198670	MAGI1	1028	1624	1930	1875	1922	1266
ENSG00000213071	MAGI1-AS1	11	5	0	2	0	0
ENSG00000290613	MAGI2	430	937	1578	849	848	400
ENSG00000198121	MAGI2-AS2	14	17	7	5	17	16
ENSG00000064547	MAGI2-AS3	339	363	437	319	293	264
ENSG00000171517	MAGI3	718	1969	2473	1854	2839	833
ENSG00000147145	MAGIX	76	136	254	205	263	47
ENSG00000184574	MAGOH	88	318	616	314	553	107
ENSG00000139679	MAGOH2P	5	34	46	25	36	6
ENSG00000153395	MAGOHB	60	153	192	180	187	39
ENSG00000087253	MAGT1	101	134	120	140	201	125
ENSG00000111684	MAK	22	47	49	12	43	20
ENSG00000176454	MAK16	250	458	371	453	516	149
ENSG00000123684	MAL	405	155	323	145	138	178
ENSG00000134324	MAL2	146	244	443	321	393	181
ENSG00000101577	MALAT1	21458	81096	129317	34244	114601	39388
ENSG00000132793	MALL	1	1	0	2	0	0
ENSG00000175445	MALRD1	8	9	6	4	10	6
ENSG00000167419	MALSU1	289	612	849	625	675	127
ENSG00000145012	MALT1	103	115	106	80	36	83
ENSG00000224563	MAMDC2	64	87	136	102	169	101
ENSG00000270959	MAMDC2-AS1	0	1	1	2	2	0
None	MAMDC4	11	5	5	4	3	2
None	MAML1	41	31	58	38	28	89
None	MAML2	64	23	162	25	54	46
None	MAML3	13	23	2	5	2	6
None	MAMLD1	92	67	124	91	30	63
ENSG00000110031	MAMSTR	19	11	95	34	87	53
ENSG00000121207	MAN1A1	26	28	97	17	15	2
ENSG00000198589	MAN1A2	246	416	508	438	561	298
ENSG00000136141	MAN1B1	283	511	675	564	694	455
ENSG00000130224	MAN1B1-AS1	51	57	65	23	77	48
ENSG00000186001	MAN1C1	717	1584	1411	2050	2033	793
ENSG00000077454	MAN2A1	410	328	362	520	364	417
ENSG00000204583	MAN2A2	993	2472	2594	4493	4891	1495
ENSG00000128011	MAN2B1	12	50	30	31	46	23
ENSG00000156564	MAN2B2	134	271	343	238	346	138
ENSG00000126243	MAN2C1	110	262	226	212	253	205
ENSG00000173621	MANBA	112	377	229	190	211	39
ENSG00000165379	MANBAL	546	886	1160	1145	1182	552
ENSG00000171236	MANEA	242	306	637	330	487	221
ENSG00000155530	MANEA-AS1	9	6	3	1	6	0
ENSG00000121931	MANEAL	454	645	791	722	581	445
ENSG00000144749	MANF	186	603	564	474	411	158
ENSG00000198799	MANSC1	93	305	398	218	298	168
ENSG00000139263	MANSC4	0	0	0	0	0	11
ENSG00000148602	MAOA	705	471	1323	201	370	192
ENSG00000204033	MAOB	777	774	1613	250	184	277
ENSG00000183423	MAP10	36	69	49	83	173	47
None	MAP1A	4214	11004	12336	15614	12821	9126
ENSG00000123384	MAP1B	44810	104340	119235	111782	141160	71012
ENSG00000259125	MAP1LC3A	1914	6106	9231	6993	8937	1916
ENSG00000197324	MAP1LC3B	5044	10544	11144	11964	17781	5728
ENSG00000120256	MAP1LC3B2	151	513	694	649	916	67
ENSG00000147650	MAP1LC3C	2	5	0	0	0	0
ENSG00000168702	MAP1S	164	447	339	641	424	506
ENSG00000081479	MAP2	5563	12889	13295	11944	13524	9522
ENSG00000109771	MAP2K1	1297	2083	2925	2272	2824	1253
ENSG00000130881	MAP2K2	856	1706	1853	1849	2220	1648
ENSG00000134569	MAP2K3	111	117	207	204	200	280
ENSG00000247675	MAP2K4	1932	4013	4575	5148	6220	1743
ENSG00000162337	MAP2K4P1	19	75	54	67	72	4
ENSG00000100068	MAP2K5	153	151	219	270	260	126
ENSG00000290796	MAP2K6	25	114	28	137	147	35
ENSG00000070018	MAP2K7	93	116	119	128	115	232
ENSG00000157193	MAP3K1	78	127	135	65	103	47
ENSG00000163956	MAP3K10	26	12	15	30	19	22
ENSG00000138095	MAP3K11	36	57	20	29	29	42
ENSG00000165501	MAP3K12	207	203	363	310	278	234
ENSG00000137269	MAP3K13	878	1489	1438	1983	1803	955
ENSG00000198812	MAP3K14	52	31	3	52	15	12
ENSG00000204950	MAP3K14-AS1	0	0	7	0	1	11
ENSG00000160959	MAP3K15	164	184	201	152	246	97
